Price,Close,High,Low,Open,Volume,returns
Ticker,SPY,SPY,SPY,SPY,SPY,
date,,,,,,
2025-07-01,612.455078125,613.625146088841,610.3429883405835,611.1758893553448,70030100,-0.000323632079386807
2025-07-02,615.2315063476562,615.2711481262035,611.4237773441516,612.0484833566157,66510400,0.004523032166475909
2025-07-03,620.0803833007812,621.0124795190609,617.194824993195,617.214676143094,51065800,0.00785049006139128
2025-07-07,615.4595336914062,618.7813935886118,612.6731706581298,618.1169852960921,74814500,-0.007479922081385233
2025-07-08,615.1224365234375,616.8775081543645,614.3093261623386,616.1238907210633,59024600,-0.000547866269065751
2025-07-09,618.8110961914062,619.4655183729625,615.6875662931247,617.5319680301938,66113300,0.005978718557821743
2025-07-10,620.5563354492188,621.5974919629854,617.7699723301522,618.9499658515675,57529000,0.0028163406054207227
2025-07-11,618.3748168945312,619.6043777491163,616.3024294765994,617.5022136064131,63670200,-0.003521617492822476
2025-07-14,619.5548095703125,619.9018415613931,616.5701165685465,617.9186632768227,51898500,0.0019063975979420422
2025-07-15,616.9072875976562,622.5791484786782,616.8279435196437,622.2420420602726,74317300,-0.004282421636416066
2025-07-16,618.9697265625,619.4754466932056,612.8516386863737,618.4937831556223,88987500,0.003337615079474222
2025-07-17,622.7576293945312,623.1146474859103,618.9301097920578,619.1482908768893,68885700,0.006101040721242929
2025-07-18,622.301513671875,624.175571102461,621.1909387049365,624.007017899032,65621600,-0.0007326812474744512
2025-07-21,623.4815063476562,626.2281670376054,623.0551302914085,623.4815063476562,63375000,0.0018943796948635745
2025-07-22,623.5706787109375,624.4333563471947,620.9231528797274,623.8086504006922,60046300,0.00014301304227953124
2025-07-23,628.8757934570312,628.8757934570312,624.4334327911965,626.2381323551606,70511000,0.008471653827091889
2025-07-24,629.083984375,630.7994747941685,628.6576082944551,629.2624631630094,71307100,0.0003309977370316064
2025-07-25,631.741455078125,632.2174590489252,629.5005143245561,629.7484116245431,56865400,0.004215452124055922
2025-07-28,631.582763671875,632.6734874729789,630.1945147233831,632.1181999979412,54917100,-0.0002512283145203753
2025-07-29,629.9169311523438,633.2982235137306,629.0046860832861,632.9809077241022,60556300,-0.0026410366877477926
2025-07-30,629.1236572265625,632.3165451544952,626.2281734095909,630.5713386132512,80418900,-0.0012601246347007209
2025-07-31,626.763671875,634.4682782312485,625.4646925404661,634.0816044685715,103385200,-0.0037582800219577626
2025-08-01,616.4907836914062,621.0719812920488,614.0812292944926,621.0322789916852,140103600,-0.01652617763451541
2025-08-04,625.8612670898438,625.9108344398344,620.3183179857707,620.4075271113948,73218000,0.015085355384855111
2025-08-05,622.6881713867188,627.2891592865192,621.7660007962415,626.4760489706393,68051400,-0.005082862459229773
2025-08-06,627.4578247070312,628.1122469303318,622.8469108529321,623.7591559441935,64357500,0.007630591112261875
2025-08-07,626.9322509765625,631.62244837055,623.8186464662513,630.8886820702932,74205800,-0.0008379749990245634
2025-08-08,631.82080078125,632.2868791777582,628.4097315038053,628.727047311219,64051600,0.007767328747427917
2025-08-11,630.5712890625,633.5758329217508,629.3218771812983,632.0983749269875,58742300,-0.001979594354005871
2025-08-12,637.284423828125,637.4430514601922,631.4340237207567,632.9214074238032,64730800,0.010589844623781234
2025-08-13,639.4659423828125,640.7549961752953,637.2745085703324,639.4857330110176,60092800,0.00341730182405768
2025-08-14,639.5254516601562,640.1897994624859,636.9374184340268,637.3835851461316,59327500,9.305657202052432e-05
2025-08-15,638.0281372070312,640.6558727131268,637.11589211782,640.5566774831647,68592500,-0.002344034961438168
2025-08-18,637.8892822265625,638.5834067295413,636.7787072305159,637.4529805837014,43804900,-0.00021765512234882508
2025-08-19,634.4286499023438,638.6924711313014,633.1098193903536,637.7108075589789,69750700,-0.005439899526511449
2025-08-20,632.7429809570312,634.2799321395609,627.626407225106,634.0221697813646,88890300,-0.002660523481711854
2025-08-21,630.2044677734375,632.604096553562,628.4791123479844,630.9283690027011,54805800,-0.004019987695829061
2025-08-22,639.88232421875,641.0623176031913,631.8901189367884,632.3958390332336,84083200,0.015239972288353226
2025-08-25,637.0662231445312,639.8625116828326,636.9472372936925,638.6230253017661,51274300,-0.004410679890625311
2025-08-26,639.733642578125,640.0807351008626,636.1738713484165,636.7985773675441,51581600,0.004178295104639576
2025-08-27,641.1912841796875,641.9250504526357,638.9998504138363,639.148612992103,48341100,0.002275921406955702
2025-08-28,643.4620361328125,644.0173236548059,639.9121904309055,641.7961735668325,61519500,0.003535201726632855
2025-08-29,639.6245727539062,642.3911452321481,637.7306640961879,642.0242015644989,74522200,-0.005981630225622505
2025-09-02,634.884765625,635.1028861742022,629.5797276837342,632.13804448044,81983500,-0.007437888193564877
2025-09-03,638.3255615234375,638.7916398746721,635.0731807265284,637.2645539172183,70820900,0.005404926745351524
2025-09-04,643.6603393554688,643.6901160802078,638.0975387911232,638.9998582812316,65219200,0.008322725893241605
2025-09-05,641.7960815429688,646.7243105506017,637.918995020256,646.0004093954814,85178900,-0.0029005403671605104
2025-09-08,643.372802734375,644.3743174556171,641.7862237872296,643.1645472258064,63133100,0.0024537195099900815
2025-09-09,644.8601684570312,645.3856792185645,641.7762803015634,643.5115612591451,66133900,0.0023091574533954592
2025-09-10,646.724365234375,649.0446498954948,645.1576374702139,648.122479271532,78034500,0.0028866837953472123
2025-09-11,652.0987548828125,652.7928793680376,648.0927566439484,648.6777603299006,69934400,0.008275831003020973
2025-09-12,651.8805541992188,653.5662677492645,651.3748946038203,652.0689585463732,72780100,-0.0003346689385492503
2025-09-15,655.3511352539062,655.4800466805781,653.7943936028013,654.0918582328915,63772400,0.00530983028777682
2025-09-16,654.4488525390625,656.213910313041,653.6655188822047,655.9064595692537,61169000,-0.0013777414352981307
2025-09-17,653.6357421875,656.1543568928759,648.7967821934204,654.4587781451693,101952200,-0.0012432077551662243
2025-09-18,656.6898193359375,659.2977035594738,654.7165666735059,656.3229362038169,90459200,0.004661563154355169
2025-09-19,659.9423217773438,660.7874850308027,656.6311583459587,658.5800832029405,97945600,0.004940649640818598
2025-09-22,663.0645751953125,663.5119788762895,658.4209716621773,658.4508309420254,69452200,0.004719943972387415
2025-09-23,659.4551391601562,663.5617612775759,658.2320617574377,662.9452156846509,81708900,-0.005458436585496771
2025-09-24,657.3569946289062,660.8471316064555,655.9350982101993,660.7477220570149,68082200,-0.003186705609680798
2025-09-25,654.3242797851562,655.6765652531099,650.7048739536411,654.2149171420698,89622100,-0.004624172513464782
2025-09-26,658.072998046875,658.619871988132,654.1553026157394,655.7760789419195,69179200,0.005712795234045289
2025-09-29,659.9224243164062,661.5134019828115,658.112721358766,660.5985670660314,73499000,0.0028064247447203627
2025-09-30,662.4082641601562,662.8756347075731,657.8641309647478,659.1766647693167,86288000,0.0037597898827210047
2025-10-01,664.6654052734375,665.5801794564833,659.3059076216911,659.4152702620313,72545400,0.003401684988263315
2025-10-02,665.4309692382812,666.7733621981591,663.004842335434,666.6540464714482,56896000,0.001151140720406421
2025-10-03,665.421142578125,668.8714672806448,664.377038831869,666.1966948783695,70494400,-1.4767471260179647e-05
2025-10-06,667.8074951171875,668.7024238148077,665.669704301124,667.8174482099862,54623300,0.003579813724412676
2025-10-07,665.3316040039062,669.1796881705657,663.8898014056139,668.7322238208072,72020100,-0.0037143820348426687
2025-10-08,669.2990112304688,669.398481470165,665.6299006256374,666.4552183740389,60702200,0.005945343779221919
2025-10-09,667.3600463867188,670.1243359074817,665.4211353124821,669.7166839203261,66501900,-0.002901212830195306
2025-10-10,649.32275390625,670.1342452495495,649.14378031214,668.324542434099,159422600,-0.027399797306962
2025-10-13,659.2860107421875,661.3642043859337,656.0345659370097,656.9095884512618,79560500,0.01522754489520044
2025-10-14,658.4805908203125,662.0602448848334,649.4718888267987,653.4492417720955,88779600,-0.0012224016319925188
2025-10-15,661.4039306640625,666.4352795829697,655.1992699391986,663.0446129876665,81702600,0.004429697562726796
2025-10-16,656.8995971679688,664.9239136533134,653.3895542222015,663.0445999065358,110563300,-0.006833556809050219
2025-10-17,660.62841796875,661.9906565438909,654.4138037793879,655.7660892614911,96500900,0.005660343785832389
2025-10-20,667.499267578125,668.4041493887289,663.4921159142255,663.5418206897375,60493400,0.010346762560389149
2025-10-21,667.4893188476562,669.1797060532549,666.1867381348511,667.638493864759,56249000,-1.4904592548673624e-05
2025-10-22,664.0191040039062,668.1953369980629,659.5445816579371,668.1953369980629,80564000,-0.005212468267243702
2025-10-23,667.9566650390625,668.9012985038863,664.019063764971,664.3372592841532,65604500,0.00591237858353294
2025-10-24,673.4155883789062,674.628651928334,671.8246714345047,672.6300829996666,74356500,0.008139356488562998
2025-10-27,681.3603515625,681.658640907831,678.2580209918731,678.8645527756448,63339800,0.011728661579555206
2025-10-28,683.1700439453125,685.0095454543999,680.9526890414517,683.1600908523567,61738100,0.0026524780243792965
2025-10-29,683.4982299804688,685.795149064121,679.0038013689816,684.8206562449755,85657100,0.00048027169098161166
2025-10-30,675.9810180664062,682.0564104652303,675.9810180664062,680.0279821977349,76335800,-0.011059070654489161
2025-10-31,678.1983032226562,681.2012239761448,675.3942622450203,681.1614116072222,87164100,0.003274731939679319
2025-11-03,679.4711303710938,681.9171636388411,676.0903560257897,681.7878948104295,57315000,0.001875018306885159
2025-11-04,671.4169921875,676.1103005794487,670.7607556049009,672.2820616639051,78427000,-0.011924353295924664
2025-11-05,673.7437133789062,677.0051112074705,670.3529860359731,671.1583975728993,74402400,0.003459398571762206
2025-11-06,666.514892578125,673.5448715272548,664.9338680034818,672.6399897028363,85035300,-0.010787307565268271
2025-11-07,667.1710815429688,667.2805048704689,657.4663915648358,664.1284090392404,100592400,0.0009840232716329205
2025-11-10,677.5818481445312,678.3176487268574,671.2081667723378,673.4056154266486,75842900,0.015483847432383142
2025-11-11,679.1329956054688,679.6997756663966,674.8871520395073,676.1002762110339,58953400,0.0022866236688574054
2025-11-12,679.5109252929688,681.0819968300743,677.0946904605516,680.9129156193362,62312500,0.0005563336963194146
2025-11-13,668.235107421875,677.0051787486752,666.7237544337754,676.6472315164618,103457800,-0.016733243059015003
2025-11-14,668.1256713867188,671.8345335183507,659.5147291242073,661.612768198211,96846700,-0.00016378217190490574
2025-11-17,661.901123046875,669.8956413839408,658.4209391867944,665.9083353081996,90456100,-0.009360102835536118
2025-11-18,656.3427734375,661.354216097308,652.146634691611,658.3512953245886,114467500,-0.008433010863377237
2025-11-19,658.8783569335938,663.5617119214406,655.0203196831769,657.0388554539629,94703000,0.003855757148191913
2025-11-20,648.8355712890625,671.7351497651099,648.1991802397498,669.1001291109939,165293500,-0.015359602533844793
2025-11-21,655.2987670898438,660.7874729698119,647.1650267848305,651.3412595795126,123956200,0.009911937023691694
2025-11-24,664.9437866210938,666.2662734630499,657.8442577670318,658.9380055466532,80437900,0.014611241086193577
2025-11-25,671.1982421875,672.3815071629971,660.717877921785,664.8444060411854,81077100,0.009362030553383407
2025-11-26,675.8318481445312,677.8404309302599,672.8885849296569,673.7934667684052,71879600,0.006879763512976049
2025-11-28,679.5208129882812,679.7991961322198,676.6471609574353,677.0051081523229,49212000,0.0054435632273936016
2025-12-01,676.41845703125,679.1230277654502,674.8970904760725,674.9667014318244,61201200,-0.004575959173217758
2025-12-02,677.67138671875,679.9483994968172,675.4838303983408,678.0591325179204,62953800,0.0018505862825212542
2025-12-03,680.0180053710938,681.0321891246488,675.8417725523884,676.7167950740063,57238500,0.003456786217426821
2025-12-04,680.51513671875,681.4895687361658,677.4824173401821,681.4199577792665,61970300,0.0007307890626128348
2025-12-05,681.8078002929688,684.4925257185774,680.7040993957534,681.5890143183475,79241000,0.0018977350040129193
2025-12-08,679.7594604492188,682.7524282821314,677.7111260885928,682.7027235077143,55231500,-0.003008799415334641
2025-12-09,679.1727905273438,681.5095218770947,678.7253868572307,679.2822138612034,58310100,-0.0008634278241621205
2025-12-10,683.6771850585938,685.0692222502689,677.4526176554032,678.6955405173951,85671300,0.006610281415951135
2025-12-11,685.26806640625,685.3476304583654,678.3076987410943,681.2609148661827,86173700,0.002324244979309141
2025-12-12,677.9000854492188,684.9797692517327,675.3247225627367,684.2737672143002,113160300,-0.010810189042095767
2025-12-15,676.8758544921875,681.8774049984522,675.4042533093998,681.8574988128718,90811000,-0.001512030324677354
2025-12-16,675.0264282226562,677.2239376857725,671.1584377196804,675.3843754405706,122030600,-0.002736037133594218
2025-12-17,667.5986938476562,676.5874893555698,667.3998140691156,676.0406154817738,110625200,-0.01106460773219221
2025-12-18,672.6399536132812,676.8857972779194,671.0788959983324,673.7635606688432,108650100,0.007522963990016468
2025-12-19,678.7363891601562,679.2350273728672,674.6275542880097,674.747283458469,103599500,0.009022618958016409
2025-12-22,682.96484375,683.4933686131409,678.7364013691785,682.0772531068674,69556700,0.006210566721978087
2025-12-23,686.0863037109375,686.325640311278,682.0074163952171,682.0572680421344,64840000,0.004560042005282501
2025-12-24,688.4996948242188,688.9484813838191,685.9267046355759,686.0763204450832,39445600,0.0035114479496600164
2025-12-26,688.4298706054688,689.7761694005526,687.392725060237,688.758988861415,41613300,-0.0001014201750952399
2025-12-29,685.9765625,687.322922191004,684.2014421207446,685.6674092439482,62559500,-0.0035699930558561223
2025-12-30,685.138916015625,686.6846823672308,684.7100944386586,685.5777200962995,47160700,-0.0012218468855631148
2025-12-31,680.062744140625,685.4879304984822,679.8533550408816,685.2685588951464,74144800,-0.0074365500962735335
2026-01-02,681.309326171875,684.999261161205,677.9684744567207,683.842447277036,89377200,0.0018313617663269853
2026-01-05,685.846923828125,687.5522884526621,684.5106074856512,684.6701449336617,71927200,0.006638033243240065
2026-01-06,689.92578125,690.4344019511112,685.9067890249802,686.0563439630641,69273800,0.005929568682081867
2026-01-07,687.701904296875,692.0699799720542,687.4426026835383,690.3047811958188,75588300,-0.0032285629973805552
2026-01-08,687.632080078125,688.7390423054183,685.6175622141362,686.9439569075789,64019200,-0.00010153783677743937
2026-01-09,692.1796264648438,693.4162394407576,687.3029303433501,688.7489932725086,80125500,0.006591570183952557
2026-01-12,693.2666625976562,694.1941832506386,688.7490319805348,688.7988836287034,63976000,0.0015692219387488094
2026-01-13,691.8804931640625,694.194181802135,689.467040360938,693.595779418591,78309700,-0.002001476724789629
2026-01-14,688.479736328125,689.8360176539858,684.1714948792828,689.1180078469732,94676700,-0.004927356850498766
2026-01-15,690.3546142578125,693.5558934557131,689.3673203481677,692.678285342935,77862000,0.0027195131661778946
2026-01-16,689.7761840820312,692.359156800422,688.22043529661,691.7707369284135,79289200,-0.0008382252035026964
2026-01-20,675.7345581054688,682.9049778344743,674.7272992054969,679.6338820353151,111623300,-0.020566840670864645
2026-01-21,683.5332641601562,686.8641332264262,676.2830453044572,677.7989248999835,127844500,0.0114749889632404
2026-01-22,687.103515625,689.2476843606095,685.0491285530771,687.9711412752974,77112200,0.005209636268787033
2026-01-23,687.352783203125,689.0781127396581,685.2884137823622,686.2757685331861,63059600,0.00036271445090017455
2026-01-26,690.84326171875,692.2394730275811,688.0409174669724,688.609372319757,60473800,0.005065296757285074
2026-01-27,693.5957641601562,694.6329705879123,691.6810104865692,692.2893344912051,55506100,0.003976348566725876
2026-01-28,693.5259399414062,695.9393926651097,692.0499903412962,695.1515053497095,61172200,-0.00010067497120472829
2026-01-29,692.1497192382812,695.1615135683285,682.9648421722587,694.4933553961189,97486200,-0.0019863539443873905
2026-01-30,690.0853271484375,692.3192774332931,685.2485609149509,689.9058246991844,101835100,-0.0029870370168700792
2026-02-02,693.5159912109375,695.0318708971434,687.5423149981101,687.7019133171445,79286500,0.004959045712933714
2026-02-03,687.6520385742188,695.0617950648859,682.1670182684101,694.3138377504575,107904600,-0.008491346084250548
2026-02-04,684.3211059570312,689.5667896413613,679.9031787408285,688.4697490630058,105204600,-0.004855691490926631
2026-02-05,675.7744750976562,681.8279505601881,673.9494421186707,679.0854402743204,113610800,-0.012567856956365418
2026-02-06,688.739013671875,690.4244132010324,678.995603890688,679.6039887472712,89127600,0.019003005567205973
2026-02-09,692.0599975585938,693.9747512796714,686.4652913399738,687.5423060693106,73885200,0.004810244305276485
2026-02-10,690.2349243164062,694.64286887948,689.7761552680904,693.0572335194393,65185700,-0.00264064386524897
2026-02-11,690.075439453125,695.2413241987686,687.3029816841566,694.4933668556342,76353900,-0.000231085512616827
2026-02-12,679.41455078125,693.4561594586687,678.5169776231163,692.3491972008484,118829000,-0.015569451553392327
2026-02-13,679.8931884765625,684.410879804094,675.6747287653898,679.833354327075,96267500,0.0007042374603937072
2026-02-17,680.9901733398438,683.074507822494,673.9394826742099,678.287593220413,81354700,0.0016121662321053362
2026-02-18,684.4208374023438,687.2730943282486,680.9702998190471,682.157061237011,73570300,0.005025111493454597
2026-02-19,682.61572265625,684.311104689823,679.6937101433548,681.9775120282383,58649400,-0.0026409180968155325
2026-02-20,687.5523071289062,688.1805961724377,679.8732661615737,680.4616860592505,100034000,0.0072058400517004155
2026-02-23,680.531494140625,688.1207533479937,678.5169762252317,685.9566804858357,90558100,-0.010263807839928392
2026-02-24,685.4779052734375,686.4751816677359,678.1479481229125,680.0427976196477,73798700,0.007242165031108853
2026-02-25,691.26220703125,691.7907319065998,688.2204651135966,688.3002642742074,56369500,0.008402945104341215
2026-02-26,687.422607421875,691.4117130049051,682.486077089091,691.391808867856,71671000,-0.005569959857260949
2026-02-27,684.1216430664062,684.9892686841309,679.7835149777827,681.2295779636313,83308900,-0.004813509630285336
2026-03-02,684.5106201171875,686.744509644098,676.1734035367807,676.8515442239554,87477200,0.0005684172026597193
2026-03-03,678.4771118164062,680.7508704958498,667.8361281509542,673.221445388408,105003100,-0.008853414553509194
2026-03-04,683.2639770507812,685.2186606854194,677.7689744100875,679.7735096903759,79182200,0.007030536114047319
2026-03-05,679.4544067382812,683.6629449535216,673.7699188745959,680.2223290726917,106606500,-0.005591148225550186
2026-03-06,670.5487060546875,674.2685275228549,667.9358467743081,671.5758690877306,100687000,-0.013193791611277716
2026-03-09,676.4227294921875,678.0681991431876,660.5859743093405,664.5750801817165,102667700,0.008721878607696682
2026-03-10,675.3356323242188,681.4987932365287,672.9222404542279,675.87413967305,81505300,-0.001608419719141641
2026-03-11,674.4879760742188,678.2277626375325,671.5061293267642,675.7345715953234,68441700,-0.0012559513052689201
2026-03-12,664.2459106445312,669.8207124533001,664.0564256954588,669.3319958917509,108882200,-0.015301420789775961
2026-03-13,660.4862060546875,670.5088831921612,659.5587462493693,667.4472371497842,97200200,-0.005676188622551868
2026-03-16,667.2078857421875,670.239584206393,665.3030536555561,666.5596317087426,82023100,0.010125430484197413
2026-03-17,668.9630126953125,672.60309589337,667.8760155087483,670.5586914524959,87128000,0.002627101016221855
2026-03-18,659.6285400390625,667.8959397089973,659.3892034355257,666.5396583763402,82062600,-0.014051912692600945
2026-03-19,658.0029907226562,661.1743225351036,653.3855958813168,655.1806813207687,111272500,-0.0024673819700690397
2026-03-20,648.5700073242188,656.6900024414062,644.719970703125,656.510009765625,163617500,-0.01443952585884218
2026-03-23,655.3800048828125,662.6199951171875,653.9400024414062,658.0700073242188,134802700,0.010445276906504148
2026-03-24,653.1799926757812,657.030029296875,649.8800048828125,651.3200073242188,96457500,-0.0033624966130463346
2026-03-25,656.8200073242188,660.8900146484375,654.239990234375,658.6699829101562,90653800,0.005557288574735996
2026-03-26,645.0900268554688,654.8499755859375,644.8200073242188,652.0599975585938,96494400,-0.018020135919566853
2026-03-27,634.0900268554688,642.6599731445312,633.1099853515625,642.5,103649400,-0.01719894102480063
2026-03-30,631.969970703125,640.3699951171875,629.280029296875,640.1099853515625,99275900,-0.003349064243429706
2026-03-31,650.3400268554688,651.5399780273438,637.97998046875,638.9400024414062,152534100,0.028653466042465783
2026-04-01,655.239990234375,658.52001953125,653.0,653.9000244140625,97841500,0.00750622148232205
2026-04-02,655.8300170898438,658.2000122070312,645.1099853515625,646.4199829101562,68358700,0.0009000692442135715
2026-04-06,658.9299926757812,659.719970703125,655.52001953125,655.8599853515625,39105800,0.004715661120724013
2026-04-07,659.219970703125,659.6099853515625,651.0599975585938,656.6500244140625,69980400,0.0004399773016391101
2026-04-08,676.010009765625,677.0800170898438,671.4600219726562,676.3900146484375,93606100,0.025150609779818547
2026-04-09,679.9099731445312,681.1599731445312,673.77001953125,674.8400268554688,57134400,0.005752513692051993
2026-04-10,679.4600219726562,682.030029296875,678.4500122070312,681.3200073242188,42253500,-0.0006619995879319516
2026-04-13,686.0999755859375,686.2999877929688,676.5800170898438,677.4099731445312,54185800,0.009724956729963633
2026-04-14,694.4600219726562,694.5800170898438,687.6599731445312,687.6900024414062,63480500,0.012111242670247968
2026-04-15,699.9400024414062,700.280029296875,694.2000122070312,695.260009765625,58240400,0.0078600237887659
2026-04-16,701.6599731445312,702.780029296875,698.530029296875,701.0599975585938,49972400,0.002454297369362188
2026-04-17,710.1400146484375,712.3900146484375,705.760009765625,706.1400146484375,70661900,0.012013236382059651
2026-04-20,708.719970703125,709.9099731445312,706.1400146484375,708.780029296875,43546800,-0.0020016695574076216
2026-04-21,704.0800170898438,711.280029296875,702.6400146484375,710.280029296875,58941400,-0.006568474427903533
2026-04-22,711.2100219726562,711.4500122070312,708.219970703125,709.1500244140625,42518500,0.01007576539985774
2026-04-23,708.4500122070312,712.3599853515625,702.280029296875,709.5,56174000,-0.0038882734971482065
2026-04-24,713.9400024414062,714.469970703125,709.010009765625,710.75,45182000,0.007719426373887486
2026-04-27,715.1699829101562,715.6300048828125,712.2999877929688,713.1699829101562,33135900,0.0017213241598695744
2026-04-28,711.6900024414062,712.8800048828125,709.25,711.8200073242188,43117400,-0.004877826001792575
2026-04-29,711.5800170898438,712.2000122070312,708.3699951171875,711.0,41859200,-0.0001545530367001282
2026-04-30,718.6599731445312,719.7899780273438,710.4500122070312,714.6300048828125,67240900,0.009900455774975739
2026-05-01,720.6500244140625,724.8699951171875,720.469970703125,721.25,43049800,0.002765286895853703
2026-05-04,718.010009765625,722.1199951171875,714.989990234375,720.0700073242188,51950600,-0.003670106278149628
2026-05-05,723.77001953125,725.0399780273438,721.489990234375,721.77001953125,36933200,0.007990179213504577
2026-05-06,733.8300170898438,734.5900268554688,727.8200073242188,728.1599731445312,53288900,0.013803728106156042
2026-05-07,731.5800170898438,736.1300048828125,729.75,735.0499877929688,51724600,-0.0030708152880456166
2026-05-08,737.6199951171875,738.0800170898438,734.5700073242188,734.9299926757812,47227100,0.008222178062143842
2026-05-11,739.2999877929688,740.7899780273438,736.4500122070312,736.4500122070312,44024000,0.0022749958288905154
2026-05-12,738.1799926757812,738.8400268554688,731.8300170898438,736.8900146484375,54185300,-0.0015160886733100647
2026-05-13,742.3099975585938,743.9099731445312,735.469970703125,738.469970703125,44200200,0.005579255007885031
2026-05-14,748.1699829101562,749.530029296875,743.5599975585938,743.6500244140625,45307600,0.007863259651000725
2026-05-15,739.1699829101562,743.4600219726562,737.9600219726562,741.7899780273438,60290000,-0.012102290069018232
